no	symbol	r	g	b	formationAge_ja	formationAge_en	group_ja	group_en	lithology_ja	lithology_en	type
112	K22_snsmm	191	255	191	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
113	K21_snsmm	187	251	187	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
114	K12_snsmm	183	247	183	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
115	K11_snsmm	179	243	179	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
116	J3_snsmm	175	239	175	中生代 後期ジュラ紀	Mesozoic Late Jurassic	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
117	J2_snsmm	171	235	171	中生代 中期ジュラ紀	Mesozoic Jurassic Middle	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
118	J1_snsmm	167	231	167	中生代 前期ジュラ紀	Mesozoic Jurassic Early	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
119	Tr22-3_snsmm	163	227	163	中生代 後期三畳紀 ラディニアン期～後期三畳紀	Mesozoic Late Triassic Ladinian - Late Triassic	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
120	Tr1-21_snsmm	159	223	159	中生代 前期三畳紀～後期三畳紀 アニシアン期	Mesozoic Early Triassic - Late Triassic Anisian	堆積岩	Sedimentary rocks	非海成層 砂岩・泥岩	non-marine sandstone & mudstone	3
121	N3_sbm	184	230	225	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	2
122	N22_sbm	178	223	220	新生代 新第三紀 中新世 後期サーラバリアン期～トートニアン期	Cenozoic Neogene Miocene late Serravallian - Tortonian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	2
123	N12_sbm	170	213	214	新生代 新第三紀 中新世 後期バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene late Burdigalian - early Langhian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	2
124	Pg4_sbm	164	205	210	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
125	Pg3_sbm	160	200	207	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
126	Pg2_sbm	156	195	204	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
127	Pg1_sbm	152	190	201	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
128	K22_sbm	148	185	198	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
129	K21_sbm	144	180	195	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
130	K12_sbm	140	175	192	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
131	K11_sbm	136	170	189	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
132	J3_sbm	132	165	186	中生代 後期ジュラ紀	Mesozoic Late Jurassic	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
133	J2_sbm	128	160	183	中生代 中期ジュラ紀	Mesozoic Jurassic Middle	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
134	J1_sbm	124	155	180	中生代 前期ジュラ紀	Mesozoic Jurassic Early	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
135	Tr22-3_sbm	120	150	177	中生代 後期三畳紀 ラディニアン期～後期三畳紀	Mesozoic Late Triassic Ladinian - Late Triassic	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
136	Tr1-21_sbm	116	145	174	中生代 前期三畳紀～後期三畳紀 アニシアン期	Mesozoic Early Triassic - Late Triassic Anisian	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 泥岩	"brackish, or marine & non-marine  mixture mudstone"	3
137	C_sbl	63	127	255	古生代 石炭紀	Paleozoic Carboniferous	堆積岩	Sedimentary rocks	汽水成層ないし海成・非海成混合層 石灰岩	"brackish, or marine & non-marine  mixture limestone"	3
138	Q3_so	190	255	220	新生代 第四紀 後期更新世	Cenozoic Quaternary Late Pleistocene	堆積岩	Sedimentary rocks	海成層	marine sediments	1
139	Q22_so	190	255	190	新生代 第四紀 中期更新世後期	Cenozoic Quaternary late Middle Pleistocene	堆積岩	Sedimentary rocks	海成層	marine sediments	1
140	Q1-21_so	230	255	210	新生代 第四紀 更新世 ジェラシアン期～中期更新世前期	Cenozoic Quaternary Pleistocene Gelasian - early Middle Pleistocene	堆積岩	Sedimentary rocks	海成層	marine sediments	1
141	N3_soc	255	232	170	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	2
142	N22_soc	255	226	172	新生代 新第三紀 中新世 後期サーラバリアン期～トートニアン期	Cenozoic Neogene Miocene late Serravallian - Tortonian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	2
143	N12_soc	255	207	139	新生代 新第三紀 中新世 後期バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene late Burdigalian - early Langhian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	2
144	Pg4_soc	255	190	133	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
145	Pg3_soc	255	175	133	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
146	Pg2_soc	255	158	114	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
147	Pg1_soc	255	152	90	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
148	K22_snc	219	155	91	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
149	K21_snc	215	151	87	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
150	K12_snc	211	147	83	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
151	K11_snc	207	143	79	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
152	J3_snc	203	139	75	中生代 後期ジュラ紀	Mesozoic Late Jurassic	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
153	J2_snc	199	135	71	中生代 中期ジュラ紀	Mesozoic Jurassic Middle	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
154	J1_snc	195	131	67	中生代 前期ジュラ紀	Mesozoic Jurassic Early	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
155	Tr22-3_snc	191	127	63	中生代 後期三畳紀 ラディニアン期～後期三畳紀	Mesozoic Late Triassic Ladinian - Late Triassic	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
156	Tr1-21_snc	187	123	59	中生代 前期三畳紀～後期三畳紀 アニシアン期	Mesozoic Early Triassic - Late Triassic Anisian	堆積岩	Sedimentary rocks	非海成層 礫岩	non-marine conglomerate	3
157	P3_soc	183	119	55	古生代 ペルム紀 ローピンジアン世	Paleozoic Permian Lopingian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
158	P2_soc	179	115	51	古生代 ペルム紀 グアダルピアン世	Paleozoic Permian Guadalupian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
159	P1_soc	175	111	47	古生代 ペルム紀 シスウラリアン世	Paleozoic Permian Cisuralian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
160	C_soc	171	107	43	古生代 石炭紀	Paleozoic Carboniferous	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
161	D2-3_soc	167	103	39	古生代 中期デボン紀～後期デボン紀	Paleozoic Middle Devonian - Late Devonian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
162	O3-D1_soc	163	99	35	古生代 後期オルドビス紀～前期デボン紀	Paleozoic Ordovician Late - Early Devonian	堆積岩	Sedimentary rocks	海成層 礫岩	marine conglomerate	3
163	N3_soss	255	247	153	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	2
164	N22_soss	255	245	130	新生代 新第三紀 中新世 後期サーラバリアン期～トートニアン期	Cenozoic Neogene Miocene late Serravallian - Tortonian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	2
165	N12_soss	255	242	70	新生代 新第三紀 中新世 後期バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene late Burdigalian - early Langhian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	2
166	Pg4_soss	251	239	40	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
167	Pg3_soss	247	237	25	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
168	Pg2_soss	243	235	13	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
169	Pg1_soss	239	233	0	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
170	K22_soss	233	226	0	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
171	K21_soss	229	223	0	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
172	K12_soss	225	220	0	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
173	K11_soss	221	217	0	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
174	J3_soss	215	210	0	中生代 後期ジュラ紀	Mesozoic Late Jurassic	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
175	J2_soss	211	207	0	中生代 中期ジュラ紀	Mesozoic Jurassic Middle	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
176	J1_soss	207	204	0	中生代 前期ジュラ紀	Mesozoic Jurassic Early	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
177	Tr22-3_soss	200	204	19	中生代 後期三畳紀 ラディニアン期～後期三畳紀	Mesozoic Late Triassic Ladinian - Late Triassic	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
178	Tr1-21_soss	197	201	19	中生代 前期三畳紀～後期三畳紀 アニシアン期	Mesozoic Early Triassic - Late Triassic Anisian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
179	P3_soss	202	195	10	古生代 ペルム紀 ローピンジアン世	Paleozoic Permian Lopingian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
180	P2_soss	199	192	10	古生代 ペルム紀 グアダルピアン世	Paleozoic Permian Guadalupian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
181	P1_soss	196	189	10	古生代 ペルム紀 シスウラリアン世	Paleozoic Permian Cisuralian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
182	C_soss	191	185	15	古生代 石炭紀	Paleozoic Carboniferous	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
183	D2-3_soss	188	182	15	古生代 中期デボン紀～後期デボン紀	Paleozoic Middle Devonian - Late Devonian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
184	O3-D1_soss	185	179	15	古生代 後期オルドビス紀～前期デボン紀	Paleozoic Ordovician Late - Early Devonian	堆積岩	Sedimentary rocks	海成層 砂岩	marine sandstone	3
185	N3_sosma	235	245	236	新生代 新第三紀 中新世 メッシニアン期～鮮新世	Cenozoic Neogene Miocene Messinian - Pliocene	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	2
186	N22_sosma	226	241	226	新生代 新第三紀 中新世 後期サーラバリアン期～トートニアン期	Cenozoic Neogene Miocene late Serravallian - Tortonian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	2
187	N12_sosma	214	236	212	新生代 新第三紀 中新世 後期バーディガリアン期～前期ランギアン期前期	Cenozoic Neogene Miocene late Burdigalian - early Langhian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	2
188	Pg4_sosma	205	233	201	新生代 古第三紀 漸新世 チャッティアン期～新第三紀 中新世 アキタニアン期	Cenozoic Paleogene Oligocene Chattian - Neogene Miocene Aquitanian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
189	Pg3_sosma	199	230	194	新生代 古第三紀 漸新世 ルペリアン期	Cenozoic Paleogene Oligocene Rupelian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
190	Pg2_sosma	193	228	187	新生代 古第三紀 始新世 ルテシアン期～プリアボニアン期	Cenozoic Paleogene Eocene Lutetian - Priabonian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
191	Pg1_sosma	187	226	180	新生代 古第三紀 暁新世 ダニアン期～始新世 ヤプレシアン期	Cenozoic Paleogene Paleocene Danian - Eocene Ypresian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
192	K22_sosma	181	223	173	中生代 後期白亜紀 カンパニアン期～マーストリヒチアン期	Mesozoic Late Cretaceous Campanian - Maastrichtian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
193	K21_sosma	175	221	166	中生代 後期白亜紀 セノマニアン期～サントニアン期	Mesozoic Late Cretaceous Cenomanian - Santonian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
194	K12_sosma	169	218	159	中生代 前期白亜紀 アプチアン期～アルビアン期	Mesozoic Early Cretaceous Aptian - Albian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
195	K11_sosma	163	216	152	中生代 前期白亜紀 ベリアシアン期～バレミアン期	Mesozoic Early Cretaceous Berriasian - Barremian	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
196	J3_sosma	157	213	145	中生代 後期ジュラ紀	Mesozoic Late Jurassic	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
197	J2_sosma	151	211	138	中生代 中期ジュラ紀	Mesozoic Jurassic Middle	堆積岩	Sedimentary rocks	海成層 砂岩泥岩互層	marine alternation of sandstone & mudstone	3
